mix.id,perc.hit,hits,miss,tax.cat,tax.id,taxonomy
 A-artemisiifolia-F3_S17_L001_R1_001,99.98,961891,0,-,1,root
 A-artemisiifolia-F3_S17_L001_R1_001,99.98,961891,0,-,131567,cellular organisms
 A-artemisiifolia-F3_S17_L001_R1_001,99.98,961891,263,D,2759,Eukaryota
 A-artemisiifolia-F3_S17_L001_R1_001,99.95,961621,1045,K,33090,Viridiplantae
 A-artemisiifolia-F3_S17_L001_R1_001,99.83,960484,28,P,35493,Streptophyta
 A-artemisiifolia-F3_S17_L001_R1_001,99.83,960454,0,-,131221,Streptophytina
 A-artemisiifolia-F3_S17_L001_R1_001,99.83,960454,51,-,3193,Embryophyta
 A-artemisiifolia-F3_S17_L001_R1_001,99.82,960399,68,-,58023,Tracheophyta
 A-artemisiifolia-F3_S17_L001_R1_001,99.82,960325,0,-,78536,Euphyllophyta
 A-artemisiifolia-F3_S17_L001_R1_001,99.82,960325,104176,-,58024,Spermatophyta
 A-artemisiifolia-F3_S17_L001_R1_001,74.6,717708,454,-,3398,Magnoliophyta
 A-artemisiifolia-F3_S17_L001_R1_001,74.54,717113,49581,-,1437183,Mesangiospermae
 A-artemisiifolia-F3_S17_L001_R1_001,66.79,642588,2282,-,71240,eudicotyledons
 A-artemisiifolia-F3_S17_L001_R1_001,66.47,639514,0,-,91827,Gunneridae
 A-artemisiifolia-F3_S17_L001_R1_001,66.47,639514,172832,-,1437201,Pentapetalae
 A-artemisiifolia-F3_S17_L001_R1_001,31.27,300823,68485,-,71275,rosids
 A-artemisiifolia-F3_S17_L001_R1_001,16.96,163186,44602,-,91835,fabids
 A-artemisiifolia-F3_S17_L001_R1_001,4.48,43071,0,O,72025,Fabales
 A-artemisiifolia-F3_S17_L001_R1_001,4.48,43071,0,F,3803,Fabaceae
 A-artemisiifolia-F3_S17_L001_R1_001,4.48,43071,4833,-,3814,Papilionoideae
 A-artemisiifolia-F3_S17_L001_R1_001,1.58,15204,751,-,163735,Phaseoleae
 A-artemisiifolia-F3_S17_L001_R1_001,3.68,35380,2192,O,3744,Rosales
 A-artemisiifolia-F3_S17_L001_R1_001,1.66,16013,432,F,3745,Rosaceae
 A-artemisiifolia-F3_S17_L001_R1_001,1.35,12951,321,F,3481,Cannabaceae
 A-artemisiifolia-F3_S17_L001_R1_001,1.01,9724,0,G,3484,Humulus
 A-artemisiifolia-F3_S17_L001_R1_001,1.01,9724,0,S,3486,Humulus lupulus
 A-artemisiifolia-F3_S17_L001_R1_001,1.01,9724,9724,-,1571165,Humulus lupulus var. lupulus
 A-artemisiifolia-F3_S17_L001_R1_001,2.07,19946,794,O,3646,Malpighiales
 A-artemisiifolia-F3_S17_L001_R1_001,1.15,11055,202,F,3977,Euphorbiaceae
 A-artemisiifolia-F3_S17_L001_R1_001,1.43,13769,488,O,3502,Fagales
 A-artemisiifolia-F3_S17_L001_R1_001,6.88,66207,7533,-,91836,malvids
 A-artemisiifolia-F3_S17_L001_R1_001,2.98,28652,568,O,3699,Brassicales
 A-artemisiifolia-F3_S17_L001_R1_001,2.68,25798,2582,F,3700,Brassicaceae
 A-artemisiifolia-F3_S17_L001_R1_001,2.26,21758,432,O,41938,Malvales
 A-artemisiifolia-F3_S17_L001_R1_001,1.77,17051,206,F,3629,Malvaceae
 A-artemisiifolia-F3_S17_L001_R1_001,1.56,15042,0,-,214907,Malvoideae
 A-artemisiifolia-F3_S17_L001_R1_001,1.56,15042,6021,G,3633,Gossypium
 A-artemisiifolia-F3_S17_L001_R1_001,16.3,156793,12013,-,71274,asterids
 A-artemisiifolia-F3_S17_L001_R1_001,10.29,98982,5173,-,91888,lamiids
 A-artemisiifolia-F3_S17_L001_R1_001,8.73,83978,819,O,4069,Solanales
 A-artemisiifolia-F3_S17_L001_R1_001,8.49,81693,6208,F,4070,Solanaceae
 A-artemisiifolia-F3_S17_L001_R1_001,4.69,45168,2733,-,424551,Solanoideae
 A-artemisiifolia-F3_S17_L001_R1_001,2.53,24385,0,-,424574,Solaneae
 A-artemisiifolia-F3_S17_L001_R1_001,2.53,24385,2758,G,4107,Solanum
 A-artemisiifolia-F3_S17_L001_R1_001,1.39,13359,4813,-,49274,Lycopersicon
 A-artemisiifolia-F3_S17_L001_R1_001,1.88,18050,0,-,424564,Capsiceae
 A-artemisiifolia-F3_S17_L001_R1_001,1.88,18050,0,G,4071,Capsicum
 A-artemisiifolia-F3_S17_L001_R1_001,1.88,18050,18050,S,4072,Capsicum annuum
 A-artemisiifolia-F3_S17_L001_R1_001,3.15,30317,0,-,424554,Nicotianoideae
 A-artemisiifolia-F3_S17_L001_R1_001,3.15,30317,0,-,424562,Nicotianeae
 A-artemisiifolia-F3_S17_L001_R1_001,3.15,30317,14157,G,4085,Nicotiana
 A-artemisiifolia-F3_S17_L001_R1_001,4.13,39748,0,-,91882,campanulids
 A-artemisiifolia-F3_S17_L001_R1_001,4.13,39748,0,O,4209,Asterales
 A-artemisiifolia-F3_S17_L001_R1_001,4.13,39748,1378,F,4210,Asteraceae
 A-artemisiifolia-F3_S17_L001_R1_001,2.47,23743,0,-,219120,Cichorioideae
 A-artemisiifolia-F3_S17_L001_R1_001,2.47,23743,0,-,219121,Cichorieae
 A-artemisiifolia-F3_S17_L001_R1_001,2.47,23743,0,-,745062,Lactucinae
 A-artemisiifolia-F3_S17_L001_R1_001,2.47,23743,0,G,4235,Lactuca
 A-artemisiifolia-F3_S17_L001_R1_001,2.47,23743,23743,S,4236,Lactuca sativa
 A-artemisiifolia-F3_S17_L001_R1_001,1.52,14627,402,-,102804,Asteroideae
 A-artemisiifolia-F3_S17_L001_R1_001,2.59,24944,85,C,4447,Liliopsida
 A-artemisiifolia-F3_S17_L001_R1_001,2.56,24632,221,-,1437197,Petrosaviidae
 A-artemisiifolia-F3_S17_L001_R1_001,2.46,23658,977,-,4734,commelinids
 A-artemisiifolia-F3_S17_L001_R1_001,2.03,19491,0,O,38820,Poales
 A-artemisiifolia-F3_S17_L001_R1_001,2.03,19491,938,F,4479,Poaceae
 A-artemisiifolia-F3_S17_L001_R1_001,1.61,15473,686,-,359160,BOP clade
 A-artemisiifolia-F3_S17_L001_R1_001,1.16,11150,89,-,147368,Pooideae
 A-artemisiifolia-F3_S17_L001_R1_001,1.11,10689,0,-,1648038,Triticodae
 A-artemisiifolia-F3_S17_L001_R1_001,1.11,10689,613,-,147389,Triticeae
 A-artemisiifolia-F3_S17_L001_R1_001,14.39,138441,0,-,1437180,Acrogymnospermae
 A-artemisiifolia-F3_S17_L001_R1_001,14.39,138441,0,-,3313,Pinidae
 A-artemisiifolia-F3_S17_L001_R1_001,14.39,138441,0,O,1446380,Pinales
 A-artemisiifolia-F3_S17_L001_R1_001,14.39,138441,9208,F,3318,Pinaceae
 A-artemisiifolia-F3_S17_L001_R1_001,10.75,103392,8302,G,3337,Pinus
 A-artemisiifolia-F3_S17_L001_R1_001,6.05,58205,0,-,139272,Strobus
 A-artemisiifolia-F3_S17_L001_R1_001,6.05,58205,58205,S,3343,Pinus lambertiana
 A-artemisiifolia-F3_S17_L001_R1_001,3.83,36885,0,-,139271,Pinus
 A-artemisiifolia-F3_S17_L001_R1_001,3.83,36885,36885,S,3352,Pinus taeda
 A-artemisiifolia-F3_S17_L001_R1_001,2.69,25841,0,G,3328,Picea
 A-artemisiifolia-F3_S17_L001_R1_001,2.69,25841,25841,S,3330,Picea glauca
A-artemisiifolia-F3_S17_L001_R2_001,99.98,961880,0,-,1,root
A-artemisiifolia-F3_S17_L001_R2_001,99.98,961880,0,-,131567,cellular organisms
A-artemisiifolia-F3_S17_L001_R2_001,99.98,961880,221,D,2759,Eukaryota
A-artemisiifolia-F3_S17_L001_R2_001,99.95,961647,909,K,33090,Viridiplantae
A-artemisiifolia-F3_S17_L001_R2_001,99.85,960658,30,P,35493,Streptophyta
A-artemisiifolia-F3_S17_L001_R2_001,99.85,960622,0,-,131221,Streptophytina
A-artemisiifolia-F3_S17_L001_R2_001,99.85,960622,50,-,3193,Embryophyta
A-artemisiifolia-F3_S17_L001_R2_001,99.84,960569,66,-,58023,Tracheophyta
A-artemisiifolia-F3_S17_L001_R2_001,99.83,960500,0,-,78536,Euphyllophyta
A-artemisiifolia-F3_S17_L001_R2_001,99.83,960500,104788,-,58024,Spermatophyta
A-artemisiifolia-F3_S17_L001_R2_001,74.55,717266,507,-,3398,Magnoliophyta
A-artemisiifolia-F3_S17_L001_R2_001,74.48,716596,49324,-,1437183,Mesangiospermae
A-artemisiifolia-F3_S17_L001_R2_001,66.74,642103,2292,-,71240,eudicotyledons
A-artemisiifolia-F3_S17_L001_R2_001,66.42,639047,0,-,91827,Gunneridae
A-artemisiifolia-F3_S17_L001_R2_001,66.42,639047,172540,-,1437201,Pentapetalae
A-artemisiifolia-F3_S17_L001_R2_001,31.31,301190,68224,-,71275,rosids
A-artemisiifolia-F3_S17_L001_R2_001,17.02,163787,44473,-,91835,fabids
A-artemisiifolia-F3_S17_L001_R2_001,4.46,42864,0,O,72025,Fabales
A-artemisiifolia-F3_S17_L001_R2_001,4.46,42864,0,F,3803,Fabaceae
A-artemisiifolia-F3_S17_L001_R2_001,4.46,42864,4854,-,3814,Papilionoideae
A-artemisiifolia-F3_S17_L001_R2_001,1.58,15205,759,-,163735,Phaseoleae
A-artemisiifolia-F3_S17_L001_R2_001,3.72,35818,2332,O,3744,Rosales
A-artemisiifolia-F3_S17_L001_R2_001,1.67,16085,435,F,3745,Rosaceae
A-artemisiifolia-F3_S17_L001_R2_001,1.37,13175,324,F,3481,Cannabaceae
A-artemisiifolia-F3_S17_L001_R2_001,1.03,9886,0,G,3484,Humulus
A-artemisiifolia-F3_S17_L001_R2_001,1.03,9886,0,S,3486,Humulus lupulus
A-artemisiifolia-F3_S17_L001_R2_001,1.03,9886,9886,-,1571165,Humulus lupulus var. lupulus
A-artemisiifolia-F3_S17_L001_R2_001,2.1,20235,848,O,3646,Malpighiales
A-artemisiifolia-F3_S17_L001_R2_001,1.16,11138,195,F,3977,Euphorbiaceae
A-artemisiifolia-F3_S17_L001_R2_001,1.44,13877,446,O,3502,Fagales
A-artemisiifolia-F3_S17_L001_R2_001,6.88,66195,7449,-,91836,malvids
A-artemisiifolia-F3_S17_L001_R2_001,2.98,28712,560,O,3699,Brassicales
A-artemisiifolia-F3_S17_L001_R2_001,2.68,25807,2485,F,3700,Brassicaceae
A-artemisiifolia-F3_S17_L001_R2_001,2.27,21792,474,O,41938,Malvales
A-artemisiifolia-F3_S17_L001_R2_001,1.77,16990,174,F,3629,Malvaceae
A-artemisiifolia-F3_S17_L001_R2_001,1.56,15055,0,-,214907,Malvoideae
A-artemisiifolia-F3_S17_L001_R2_001,1.56,15055,5898,G,3633,Gossypium
A-artemisiifolia-F3_S17_L001_R2_001,16.26,156436,11863,-,71274,asterids
A-artemisiifolia-F3_S17_L001_R2_001,10.31,99222,5204,-,91888,lamiids
A-artemisiifolia-F3_S17_L001_R2_001,8.76,84323,766,O,4069,Solanales
A-artemisiifolia-F3_S17_L001_R2_001,8.53,82062,6173,F,4070,Solanaceae
A-artemisiifolia-F3_S17_L001_R2_001,4.74,45564,2727,-,424551,Solanoideae
A-artemisiifolia-F3_S17_L001_R2_001,2.57,24769,0,-,424574,Solaneae
A-artemisiifolia-F3_S17_L001_R2_001,2.57,24769,2804,G,4107,Solanum
A-artemisiifolia-F3_S17_L001_R2_001,1.39,13411,4766,-,49274,Lycopersicon
A-artemisiifolia-F3_S17_L001_R2_001,1.88,18068,0,-,424564,Capsiceae
A-artemisiifolia-F3_S17_L001_R2_001,1.88,18068,0,G,4071,Capsicum
A-artemisiifolia-F3_S17_L001_R2_001,1.88,18068,18068,S,4072,Capsicum annuum
A-artemisiifolia-F3_S17_L001_R2_001,3.15,30325,0,-,424554,Nicotianoideae
A-artemisiifolia-F3_S17_L001_R2_001,3.15,30325,0,-,424562,Nicotianeae
A-artemisiifolia-F3_S17_L001_R2_001,3.15,30325,13964,G,4085,Nicotiana
A-artemisiifolia-F3_S17_L001_R2_001,4.09,39329,0,-,91882,campanulids
A-artemisiifolia-F3_S17_L001_R2_001,4.09,39329,0,O,4209,Asterales
A-artemisiifolia-F3_S17_L001_R2_001,4.09,39329,1440,F,4210,Asteraceae
A-artemisiifolia-F3_S17_L001_R2_001,2.43,23372,0,-,219120,Cichorioideae
A-artemisiifolia-F3_S17_L001_R2_001,2.43,23372,0,-,219121,Cichorieae
A-artemisiifolia-F3_S17_L001_R2_001,2.43,23372,0,-,745062,Lactucinae
A-artemisiifolia-F3_S17_L001_R2_001,2.43,23372,0,G,4235,Lactuca
A-artemisiifolia-F3_S17_L001_R2_001,2.43,23372,23372,S,4236,Lactuca sativa
A-artemisiifolia-F3_S17_L001_R2_001,1.51,14517,442,-,102804,Asteroideae
A-artemisiifolia-F3_S17_L001_R2_001,2.62,25169,73,C,4447,Liliopsida
A-artemisiifolia-F3_S17_L001_R2_001,2.59,24884,231,-,1437197,Petrosaviidae
A-artemisiifolia-F3_S17_L001_R2_001,2.49,23937,952,-,4734,commelinids
A-artemisiifolia-F3_S17_L001_R2_001,2.05,19754,0,O,38820,Poales
A-artemisiifolia-F3_S17_L001_R2_001,2.05,19754,1015,F,4479,Poaceae
A-artemisiifolia-F3_S17_L001_R2_001,1.63,15651,690,-,359160,BOP clade
A-artemisiifolia-F3_S17_L001_R2_001,1.17,11247,77,-,147368,Pooideae
A-artemisiifolia-F3_S17_L001_R2_001,1.12,10791,0,-,1648038,Triticodae
A-artemisiifolia-F3_S17_L001_R2_001,1.12,10791,627,-,147389,Triticeae
A-artemisiifolia-F3_S17_L001_R2_001,14.39,138446,0,-,1437180,Acrogymnospermae
A-artemisiifolia-F3_S17_L001_R2_001,14.39,138446,0,-,3313,Pinidae
A-artemisiifolia-F3_S17_L001_R2_001,14.39,138446,0,O,1446380,Pinales
A-artemisiifolia-F3_S17_L001_R2_001,14.39,138446,9252,F,3318,Pinaceae
A-artemisiifolia-F3_S17_L001_R2_001,10.73,103186,8358,G,3337,Pinus
A-artemisiifolia-F3_S17_L001_R2_001,6.06,58326,0,-,139272,Strobus
A-artemisiifolia-F3_S17_L001_R2_001,6.06,58326,58326,S,3343,Pinus lambertiana
A-artemisiifolia-F3_S17_L001_R2_001,3.79,36502,0,-,139271,Pinus
A-artemisiifolia-F3_S17_L001_R2_001,3.79,36502,36502,S,3352,Pinus taeda
A-artemisiifolia-F3_S17_L001_R2_001,2.7,26008,0,G,3328,Picea
A-artemisiifolia-F3_S17_L001_R2_001,2.7,26008,26008,S,3330,Picea glauca
 A-tridentata-A3_S14_L001_R1_001,99.99,885165,0,-,1,root
 A-tridentata-A3_S14_L001_R1_001,99.99,885165,0,-,131567,cellular organisms
 A-tridentata-A3_S14_L001_R1_001,99.99,885165,63,D,2759,Eukaryota
 A-tridentata-A3_S14_L001_R1_001,99.99,885101,326,K,33090,Viridiplantae
 A-tridentata-A3_S14_L001_R1_001,99.95,884753,11,P,35493,Streptophyta
 A-tridentata-A3_S14_L001_R1_001,99.95,884740,0,-,131221,Streptophytina
 A-tridentata-A3_S14_L001_R1_001,99.95,884740,23,-,3193,Embryophyta
 A-tridentata-A3_S14_L001_R1_001,99.94,884713,27,-,58023,Tracheophyta
 A-tridentata-A3_S14_L001_R1_001,99.94,884686,0,-,78536,Euphyllophyta
 A-tridentata-A3_S14_L001_R1_001,99.94,884686,83517,-,58024,Spermatophyta
 A-tridentata-A3_S14_L001_R1_001,77.22,683531,292,-,3398,Magnoliophyta
 A-tridentata-A3_S14_L001_R1_001,77.17,683159,38000,-,1437183,Mesangiospermae
 A-tridentata-A3_S14_L001_R1_001,70.86,627280,1645,-,71240,eudicotyledons
 A-tridentata-A3_S14_L001_R1_001,70.61,625045,0,-,91827,Gunneridae
 A-tridentata-A3_S14_L001_R1_001,70.61,625045,153871,-,1437201,Pentapetalae
 A-tridentata-A3_S14_L001_R1_001,29.49,261071,58594,-,71275,rosids
 A-tridentata-A3_S14_L001_R1_001,16.17,143147,39349,-,91835,fabids
 A-tridentata-A3_S14_L001_R1_001,4.39,38833,0,O,72025,Fabales
 A-tridentata-A3_S14_L001_R1_001,4.39,38833,0,F,3803,Fabaceae
 A-tridentata-A3_S14_L001_R1_001,4.39,38833,4482,-,3814,Papilionoideae
 A-tridentata-A3_S14_L001_R1_001,1.53,13507,746,-,163735,Phaseoleae
 A-tridentata-A3_S14_L001_R1_001,3.56,31483,2181,O,3744,Rosales
 A-tridentata-A3_S14_L001_R1_001,1.51,13403,336,F,3745,Rosaceae
 A-tridentata-A3_S14_L001_R1_001,1.36,12079,299,F,3481,Cannabaceae
 A-tridentata-A3_S14_L001_R1_001,1.03,9074,0,G,3484,Humulus
 A-tridentata-A3_S14_L001_R1_001,1.03,9074,0,S,3486,Humulus lupulus
 A-tridentata-A3_S14_L001_R1_001,1.03,9074,9074,-,1571165,Humulus lupulus var. lupulus
 A-tridentata-A3_S14_L001_R1_001,1.93,17125,649,O,3646,Malpighiales
 A-tridentata-A3_S14_L001_R1_001,1.13,10032,129,F,3977,Euphorbiaceae
 A-tridentata-A3_S14_L001_R1_001,1.23,10885,326,O,3502,Fagales
 A-tridentata-A3_S14_L001_R1_001,6.41,56777,6527,-,91836,malvids
 A-tridentata-A3_S14_L001_R1_001,2.79,24720,562,O,3699,Brassicales
 A-tridentata-A3_S14_L001_R1_001,2.48,21982,2318,F,3700,Brassicaceae
 A-tridentata-A3_S14_L001_R1_001,2.12,18807,360,O,41938,Malvales
 A-tridentata-A3_S14_L001_R1_001,1.72,15250,235,F,3629,Malvaceae
 A-tridentata-A3_S14_L001_R1_001,1.5,13263,0,-,214907,Malvoideae
 A-tridentata-A3_S14_L001_R1_001,1.5,13263,5393,G,3633,Gossypium
 A-tridentata-A3_S14_L001_R1_001,22.95,203186,12108,-,71274,asterids
 A-tridentata-A3_S14_L001_R1_001,10.98,97205,0,-,91882,campanulids
 A-tridentata-A3_S14_L001_R1_001,10.98,97205,0,O,4209,Asterales
 A-tridentata-A3_S14_L001_R1_001,10.98,97205,1307,F,4210,Asteraceae
 A-tridentata-A3_S14_L001_R1_001,9.14,80882,361,-,102804,Asteroideae
 A-tridentata-A3_S14_L001_R1_001,8.23,72882,0,-,102810,Anthemideae
 A-tridentata-A3_S14_L001_R1_001,8.23,72882,0,-,886714,Artemisiinae
 A-tridentata-A3_S14_L001_R1_001,8.23,72882,0,G,4219,Artemisia
 A-tridentata-A3_S14_L001_R1_001,8.23,72882,0,S,55611,Artemisia tridentata
 A-tridentata-A3_S14_L001_R1_001,8.23,72882,72882,-,525641,Artemisia tridentata subsp. tridentata
 A-tridentata-A3_S14_L001_R1_001,1.7,15016,0,-,219120,Cichorioideae
 A-tridentata-A3_S14_L001_R1_001,1.7,15016,0,-,219121,Cichorieae
 A-tridentata-A3_S14_L001_R1_001,1.7,15016,0,-,745062,Lactucinae
 A-tridentata-A3_S14_L001_R1_001,1.7,15016,0,G,4235,Lactuca
 A-tridentata-A3_S14_L001_R1_001,1.7,15016,15016,S,4236,Lactuca sativa
 A-tridentata-A3_S14_L001_R1_001,10.05,88961,4913,-,91888,lamiids
 A-tridentata-A3_S14_L001_R1_001,8.57,75834,735,O,4069,Solanales
 A-tridentata-A3_S14_L001_R1_001,8.34,73843,5654,F,4070,Solanaceae
 A-tridentata-A3_S14_L001_R1_001,4.67,41342,2559,-,424551,Solanoideae
 A-tridentata-A3_S14_L001_R1_001,2.43,21520,0,-,424574,Solaneae
 A-tridentata-A3_S14_L001_R1_001,2.43,21520,2280,G,4107,Solanum
 A-tridentata-A3_S14_L001_R1_001,1.36,12006,3900,-,49274,Lycopersicon
 A-tridentata-A3_S14_L001_R1_001,1.95,17263,0,-,424564,Capsiceae
 A-tridentata-A3_S14_L001_R1_001,1.95,17263,0,G,4071,Capsicum
 A-tridentata-A3_S14_L001_R1_001,1.95,17263,17263,S,4072,Capsicum annuum
 A-tridentata-A3_S14_L001_R1_001,3.03,26847,0,-,424554,Nicotianoideae
 A-tridentata-A3_S14_L001_R1_001,3.03,26847,0,-,424562,Nicotianeae
 A-tridentata-A3_S14_L001_R1_001,3.03,26847,12446,G,4085,Nicotiana
 A-tridentata-A3_S14_L001_R1_001,2.02,17879,72,C,4447,Liliopsida
 A-tridentata-A3_S14_L001_R1_001,2,17663,158,-,1437197,Petrosaviidae
 A-tridentata-A3_S14_L001_R1_001,1.9,16858,865,-,4734,commelinids
 A-tridentata-A3_S14_L001_R1_001,1.55,13689,0,O,38820,Poales
 A-tridentata-A3_S14_L001_R1_001,1.55,13689,668,F,4479,Poaceae
 A-tridentata-A3_S14_L001_R1_001,1.22,10838,474,-,359160,BOP clade
 A-tridentata-A3_S14_L001_R1_001,13.29,117638,0,-,1437180,Acrogymnospermae
 A-tridentata-A3_S14_L001_R1_001,13.29,117638,0,-,3313,Pinidae
 A-tridentata-A3_S14_L001_R1_001,13.29,117638,0,O,1446380,Pinales
 A-tridentata-A3_S14_L001_R1_001,13.29,117638,7415,F,3318,Pinaceae
 A-tridentata-A3_S14_L001_R1_001,10.17,89994,7353,G,3337,Pinus
 A-tridentata-A3_S14_L001_R1_001,5.84,51674,0,-,139272,Strobus
 A-tridentata-A3_S14_L001_R1_001,5.84,51674,51674,S,3343,Pinus lambertiana
 A-tridentata-A3_S14_L001_R1_001,3.5,30967,0,-,139271,Pinus
 A-tridentata-A3_S14_L001_R1_001,3.5,30967,30967,S,3352,Pinus taeda
 A-tridentata-A3_S14_L001_R1_001,2.29,20229,0,G,3328,Picea
 A-tridentata-A3_S14_L001_R1_001,2.29,20229,20229,S,3330,Picea glauca
A-tridentata-A3_S14_L001_R2_001,99.99,885167,0,-,1,root
A-tridentata-A3_S14_L001_R2_001,99.99,885167,0,-,131567,cellular organisms
A-tridentata-A3_S14_L001_R2_001,99.99,885167,81,D,2759,Eukaryota
A-tridentata-A3_S14_L001_R2_001,99.99,885081,334,K,33090,Viridiplantae
A-tridentata-A3_S14_L001_R2_001,99.94,884717,11,P,35493,Streptophyta
A-tridentata-A3_S14_L001_R2_001,99.94,884704,0,-,131221,Streptophytina
A-tridentata-A3_S14_L001_R2_001,99.94,884704,35,-,3193,Embryophyta
A-tridentata-A3_S14_L001_R2_001,99.94,884667,27,-,58023,Tracheophyta
A-tridentata-A3_S14_L001_R2_001,99.94,884639,0,-,78536,Euphyllophyta
A-tridentata-A3_S14_L001_R2_001,99.94,884639,84086,-,58024,Spermatophyta
A-tridentata-A3_S14_L001_R2_001,77.09,682427,261,-,3398,Magnoliophyta
A-tridentata-A3_S14_L001_R2_001,77.05,682076,37862,-,1437183,Mesangiospermae
A-tridentata-A3_S14_L001_R2_001,70.73,626117,1712,-,71240,eudicotyledons
A-tridentata-A3_S14_L001_R2_001,70.47,623827,0,-,91827,Gunneridae
A-tridentata-A3_S14_L001_R2_001,70.47,623827,153349,-,1437201,Pentapetalae
A-tridentata-A3_S14_L001_R2_001,29.49,261081,59262,-,71275,rosids
A-tridentata-A3_S14_L001_R2_001,16.1,142533,39182,-,91835,fabids
A-tridentata-A3_S14_L001_R2_001,4.35,38549,0,O,72025,Fabales
A-tridentata-A3_S14_L001_R2_001,4.35,38549,0,F,3803,Fabaceae
A-tridentata-A3_S14_L001_R2_001,4.35,38549,4324,-,3814,Papilionoideae
A-tridentata-A3_S14_L001_R2_001,1.5,13274,738,-,163735,Phaseoleae
A-tridentata-A3_S14_L001_R2_001,3.54,31293,2156,O,3744,Rosales
A-tridentata-A3_S14_L001_R2_001,1.49,13228,325,F,3745,Rosaceae
A-tridentata-A3_S14_L001_R2_001,1.36,12038,295,F,3481,Cannabaceae
A-tridentata-A3_S14_L001_R2_001,1.02,9014,0,G,3484,Humulus
A-tridentata-A3_S14_L001_R2_001,1.02,9014,0,S,3486,Humulus lupulus
A-tridentata-A3_S14_L001_R2_001,1.02,9014,9014,-,1571165,Humulus lupulus var. lupulus
A-tridentata-A3_S14_L001_R2_001,1.9,16861,632,O,3646,Malpighiales
A-tridentata-A3_S14_L001_R2_001,1.11,9847,128,F,3977,Euphorbiaceae
A-tridentata-A3_S14_L001_R2_001,1.24,11000,387,O,3502,Fagales
A-tridentata-A3_S14_L001_R2_001,6.4,56651,6600,-,91836,malvids
A-tridentata-A3_S14_L001_R2_001,2.77,24483,588,O,3699,Brassicales
A-tridentata-A3_S14_L001_R2_001,2.45,21661,2152,F,3700,Brassicaceae
A-tridentata-A3_S14_L001_R2_001,2.12,18757,386,O,41938,Malvales
A-tridentata-A3_S14_L001_R2_001,1.72,15189,246,F,3629,Malvaceae
A-tridentata-A3_S14_L001_R2_001,1.49,13196,0,-,214907,Malvoideae
A-tridentata-A3_S14_L001_R2_001,1.49,13196,5177,G,3633,Gossypium
A-tridentata-A3_S14_L001_R2_001,22.87,202422,12138,-,71274,asterids
A-tridentata-A3_S14_L001_R2_001,10.89,96406,0,-,91882,campanulids
A-tridentata-A3_S14_L001_R2_001,10.89,96406,0,O,4209,Asterales
A-tridentata-A3_S14_L001_R2_001,10.89,96406,1342,F,4210,Asteraceae
A-tridentata-A3_S14_L001_R2_001,9.06,80175,366,-,102804,Asteroideae
A-tridentata-A3_S14_L001_R2_001,8.15,72175,0,-,102810,Anthemideae
A-tridentata-A3_S14_L001_R2_001,8.15,72175,0,-,886714,Artemisiinae
A-tridentata-A3_S14_L001_R2_001,8.15,72175,0,G,4219,Artemisia
A-tridentata-A3_S14_L001_R2_001,8.15,72175,0,S,55611,Artemisia tridentata
A-tridentata-A3_S14_L001_R2_001,8.15,72175,72175,-,525641,Artemisia tridentata subsp. tridentata
A-tridentata-A3_S14_L001_R2_001,1.68,14889,0,-,219120,Cichorioideae
A-tridentata-A3_S14_L001_R2_001,1.68,14889,0,-,219121,Cichorieae
A-tridentata-A3_S14_L001_R2_001,1.68,14889,0,-,745062,Lactucinae
A-tridentata-A3_S14_L001_R2_001,1.68,14889,0,G,4235,Lactuca
A-tridentata-A3_S14_L001_R2_001,1.68,14889,14889,S,4236,Lactuca sativa
A-tridentata-A3_S14_L001_R2_001,10.04,88903,4770,-,91888,lamiids
A-tridentata-A3_S14_L001_R2_001,8.56,75814,696,O,4069,Solanales
A-tridentata-A3_S14_L001_R2_001,8.35,73902,5690,F,4070,Solanaceae
A-tridentata-A3_S14_L001_R2_001,4.68,41424,2555,-,424551,Solanoideae
A-tridentata-A3_S14_L001_R2_001,2.44,21642,0,-,424574,Solaneae
A-tridentata-A3_S14_L001_R2_001,2.44,21642,2282,G,4107,Solanum
A-tridentata-A3_S14_L001_R2_001,1.36,12016,3937,-,49274,Lycopersicon
A-tridentata-A3_S14_L001_R2_001,1.95,17227,0,-,424564,Capsiceae
A-tridentata-A3_S14_L001_R2_001,1.95,17227,0,G,4071,Capsicum
A-tridentata-A3_S14_L001_R2_001,1.95,17227,17227,S,4072,Capsicum annuum
A-tridentata-A3_S14_L001_R2_001,3.03,26788,0,-,424554,Nicotianoideae
A-tridentata-A3_S14_L001_R2_001,3.03,26788,0,-,424562,Nicotianeae
A-tridentata-A3_S14_L001_R2_001,3.03,26788,12383,G,4085,Nicotiana
A-tridentata-A3_S14_L001_R2_001,2.04,18097,62,C,4447,Liliopsida
A-tridentata-A3_S14_L001_R2_001,2.02,17892,183,-,1437197,Petrosaviidae
A-tridentata-A3_S14_L001_R2_001,1.92,17017,904,-,4734,commelinids
A-tridentata-A3_S14_L001_R2_001,1.55,13752,0,O,38820,Poales
A-tridentata-A3_S14_L001_R2_001,1.55,13752,624,F,4479,Poaceae
A-tridentata-A3_S14_L001_R2_001,1.23,10895,454,-,359160,BOP clade
A-tridentata-A3_S14_L001_R2_001,13.34,118126,0,-,1437180,Acrogymnospermae
